,duration_ms,key,loudness,tempo,acousticness,danceability,instrumentalness,liveness,mode,speechiness,valence,target
16,0.2991746853274447,-1.1906191290870178,0.7909653335277179,0.08691215469313086,0.0239,0.603,0.0451,0.119,1,0.0458,0.773,1
17,2.4597015642843925,-0.36810099344304653,-1.4806550133942211,0.03042575368045056,0.233,0.789,0.00049,0.184,0,0.0429,0.842,1
18,-0.6207451566625934,-1.1906191290870178,0.10200731891051741,0.6918451513378909,0.314,0.713,0.0,0.117,0,0.241,0.783,1
19,-0.38992943780045464,-1.1906191290870178,0.04563560949374924,-0.4355964253445387,0.0242,0.735,0.185,0.0966,0,0.0449,0.763,1
20,0.035953503451359344,1.2769352778448961,-0.5981186758741563,0.2416031812222175,0.000702,0.854,0.308,0.428,0,0.0655,0.471,1
21,0.7488126854979913,-1.1906191290870178,0.7848495348645779,0.31589385594493347,0.00024,0.747,0.369,0.0995,1,0.0323,0.77,1
22,0.49754833861952175,1.0027625659635724,-0.390181521327398,0.6866350586101118,0.118,0.854,0.0,0.527,1,0.395,0.441,1
23,-1.385360353056048,1.5511079897262199,1.4294015331015884,0.61541796376997,0.000596,0.224,1.35e-06,0.0663,0,0.0834,0.364,1
24,-0.5234921650646386,1.2769352778448961,0.31738979356892427,-1.0159782656101968,0.279,0.512,1.54e-05,0.133,1,0.0316,0.401,1
25,-0.5020186654770837,0.4544171422009248,0.08711667868722012,-0.4357838387520126,0.00219,0.781,0.269,0.0673,1,0.036,0.795,1
26,-0.5710754880143343,1.5511079897262199,0.052283216736292513,-0.43432201417371485,0.341,0.411,1.42e-06,0.198,0,0.383,0.598,1
27,-0.7073224027269626,0.18024443031960097,0.12514099211456844,-0.8082492447659525,0.018,0.646,0.0403,0.316,1,0.134,0.32,1
28,-0.21649432607483335,-0.36810099344304653,-0.1014094627113113,-0.059307785818127914,0.0516,0.782,0.0,0.33,0,0.0385,0.237,1
29,-0.7346157087368265,-1.1906191290870178,-1.5104362938408156,0.2773991420497617,0.282,0.735,0.125,0.0811,1,0.102,0.326,1
30,-0.3095624254236226,-0.9164464172056941,-1.3165920666482496,0.5190125069653153,0.00791,0.45,0.0,0.173,1,0.156,0.137,1
31,0.4750255657566658,-0.9164464172056941,-0.46330520099537525,0.2391668069250543,0.0219,0.897,1.31e-06,0.159,1,0.0534,0.27,1
32,-0.40636398549615715,0.7285898540822485,0.41258352928214626,0.20337084609750958,0.0358,0.959,0.0,0.358,1,0.0713,0.424,1
33,0.42123200911943304,-0.0939282815617228,0.32164426220415204,0.9490513117552859,0.0324,0.742,0.0,0.0987,1,0.141,0.429,1
34,-0.16381104697309348,1.0027625659635724,-0.1822443667806394,-0.06013240481101397,0.118,0.805,0.0,0.0842,1,0.0458,0.683,1
35,-0.19049431038103815,-1.4647918409683416,0.510968116471789,-0.3992007416130768,0.0428,0.667,0.0,0.183,0,0.323,0.372,1
36,-0.8625172406552005,0.4544171422009248,0.8428166700195566,0.9980411764690038,0.297,0.722,0.0,0.489,1,0.081,0.855,1
37,-0.493246252861486,-1.1906191290870178,-0.11949095441102955,0.7669604450534925,0.0565,0.853,0.0,0.341,1,0.194,0.677,1
38,-0.40017815351269675,1.0027625659635724,0.5181475322937359,0.5405275661433374,0.0128,0.747,0.0,0.126,0,0.126,0.571,1
39,-0.11126197724377579,-1.1906191290870178,-0.09183690828204888,0.09399638149565047,0.135,0.777,5.5e-05,0.126,0,0.0327,0.848,1
40,0.9545312517171752,1.5511079897262199,0.2673997871049978,0.1276183467964959,0.00041,0.731,0.625,0.358,1,0.0476,0.622,1
41,-0.7342984865838285,0.7285898540822485,-0.44283057068834153,0.9529869933122408,0.00356,0.76,0.0,0.333,1,0.164,0.069,1
42,-0.7723895466476618,1.2769352778448961,0.4668280043813005,0.6873097468770184,0.00156,0.624,1.54e-06,0.0772,0,0.0473,0.318,1
43,1.6176719617073945,1.5511079897262199,0.3899816646574986,0.1004434027127579,0.00243,0.621,0.00856,0.525,0,0.242,0.0891,1
44,-0.14372844451791425,0.4544171422009248,0.7917630463968233,1.664558218809739,0.533,0.64,0.0,0.156,1,0.455,0.624,1
45,-0.4052293062565875,-0.9164464172056941,0.45379869418591556,-0.9789078936118287,0.00631,0.715,0.0,0.164,1,0.108,0.607,1
46,1.7063355534703273,-0.9164464172056941,-0.9648006913728515,-0.27449586027983963,0.00182,0.7,0.711,0.0575,1,0.0575,0.947,1
47,-0.8670681584655175,-1.1906191290870178,-1.7593227090016414,-0.6375905959200767,0.0923,0.789,0.000408,0.144,1,0.0456,0.832,1
48,0.07614311006579455,-0.0939282815617228,0.2349594637613859,0.27754907277574165,0.375,0.796,0.00457,0.0745,0,0.0653,0.973,1
49,4.033379661047133,-0.6422737053243703,0.6040346178673968,-0.5580898284695821,0.183,0.716,0.058,0.182,1,0.0689,0.93,1
50,-0.0605796378763308,-0.9164464172056941,0.2783018629827691,-0.9598666914124643,0.0185,0.74,0.0624,0.254,1,0.0808,0.852,1
51,-0.26629820409551475,0.4544171422009248,0.22831185651884237,0.40750152951825186,0.0638,0.7,0.112,0.141,0,0.0292,0.745,1
52,-0.37448315911986113,0.18024443031960097,0.006281774617892008,-1.7262750799368711,0.456,0.514,0.000181,0.178,1,0.0267,0.532,1
53,0.4960110312626854,0.4544171422009248,-0.04769679619156044,-1.7562237424512257,0.128,0.313,0.0787,0.0873,1,0.0335,0.186,1
54,0.10325340329508265,0.4544171422009248,-0.4290035476238513,0.3174681285677156,0.246,0.676,0.0,0.0803,1,0.0366,0.301,1
55,-0.39877505552828263,1.5511079897262199,-0.7515454510320585,-0.0864827299018659,0.12,0.532,0.0,0.504,0,0.187,0.486,1
56,0.44851311427725854,0.7285898540822485,-0.9810208530446575,-0.47191714371301063,0.00426,0.646,0.277,0.122,0,0.0427,0.176,1
57,-0.09759702296078629,-0.9164464172056941,-2.1273342459488456,-0.05784596123983022,0.193,0.598,0.138,0.0992,1,0.0647,0.0359,1
58,-1.6218982715241888,-0.0939282815617228,-0.4752708940319534,0.9909194669849898,0.0174,0.754,9.4e-05,0.0622,0,0.127,0.599,1
59,0.7937118209992425,-0.9164464172056941,0.9199289140330603,-1.5178713708257203,0.000392,0.294,0.865,0.272,1,0.0378,0.136,1
60,0.5017088291646106,-0.9164464172056941,-1.9342877316253841,-1.0877201179912657,0.435,0.622,0.471,0.0941,1,0.0331,0.328,1
61,-0.25572006537823627,1.0027625659635724,-0.4290035476238513,-1.5729709126230929,0.257,0.559,0.000171,0.2,0,0.0469,0.671,1
62,0.5775859279913175,1.0027625659635724,0.11849338487202517,-1.0723147358968983,0.000145,0.54,0.753,0.667,1,0.0406,0.87,1
63,-0.17148538290523668,-1.4647918409683416,0.11822748058232335,0.691732703293406,0.273,0.793,0.0,0.174,0,0.0572,0.887,1
64,-0.2755708516446862,-1.1906191290870178,-1.084457621738633,-1.4800138625159611,0.374,0.549,3.5e-06,0.17,1,0.0633,0.785,1
65,-0.7309432522732731,-1.4647918409683416,-0.7983446060195638,-1.8194945088144667,0.00266,0.557,0.771,0.33,1,0.0578,0.259,1
66,0.4018204535263649,-0.9164464172056941,-0.34683912210601475,-0.05732120369890302,0.000546,0.597,0.051,0.335,0,0.03,0.361,1
67,-0.39677411579398775,-1.4647918409683416,-0.19793271987304195,0.23789239575423102,0.00781,0.879,1.45e-05,0.134,1,0.0775,0.277,1
68,1.0720498585508849,1.2769352778448961,-0.9722460114845002,0.12746841607051698,0.125,0.726,0.89,0.104,0,0.0433,0.472,1
69,-1.3694748437020727,-0.9164464172056941,0.6439202613226575,-0.5826409848486835,0.00158,0.857,0.0,0.154,1,0.0995,0.251,1
70,1.0323604868700236,-1.4647918409683416,0.4256128394775312,-0.06005743944802399,0.0132,0.807,0.666,0.109,1,0.0399,0.797,1
71,-0.60612853592061,-1.4647918409683416,0.14348838810398828,0.090285596027664,0.783,0.596,0.569,0.331,1,0.03,0.197,1
72,-1.1123906904012943,-0.36810099344304653,0.062121675455256764,-0.5681351871101915,0.518,0.683,2.08e-05,0.175,0,0.0289,0.967,1
73,-0.07806345884733433,1.2769352778448961,0.3112739949057844,-0.5385988340922804,0.0548,0.768,0.13,0.0188,0,0.0427,0.887,1
74,-1.0481288027151285,1.2769352778448961,0.3881203346295863,0.32204101571008203,0.727,0.506,0.0,0.0904,1,0.105,0.936,1
75,0.5762072317109801,1.5511079897262199,0.47613465452086134,-0.621660456284782,0.000313,0.457,0.000215,0.769,0,0.0471,0.297,1
76,1.7136560646933574,0.4544171422009248,-0.2779699110732648,-1.6992125838976175,0.34,0.468,0.821,0.0737,1,0.0278,0.324,1
77,-0.16902081079348322,1.0027625659635724,-0.31253746873449034,-1.3959027252416045,0.47,0.537,1.86e-05,0.0519,1,0.0289,0.549,1
78,1.609863416402829,-0.6422737053243703,-1.6742333362970856,-1.558839941699549,0.855,0.515,0.463,0.598,0,0.0351,0.194,1
79,-0.6023950751968646,-0.9164464172056941,0.24719106108766586,-1.4497653385496483,0.00502,0.429,1.54e-05,0.266,1,0.0371,0.174,1
80,-0.7210239595660672,0.7285898540822485,-0.3433823663398922,-1.4965062423736781,0.555,0.791,0.00155,0.116,1,0.0588,0.733,1
81,-0.3044868709756551,1.2769352778448961,0.22272786643510592,0.8414760158651773,0.186,0.711,0.0,0.148,0,0.252,0.403,1
82,-0.5521763682068782,-1.1906191290870178,-0.39443598996262574,1.2146161101460244,0.0249,0.683,0.627,0.0533,0,0.222,0.921,1
83,0.1410516429099947,0.18024443031960097,-2.4767324826169275,2.0344373198005368,0.0108,0.309,0.854,0.0742,0,0.0366,0.46,1
84,2.612126808799917,1.2769352778448961,-0.1208204758595382,-0.8908985574620119,0.193,0.867,0.000219,0.749,0,0.237,0.761,1
85,0.3565918950200774,-0.0939282815617228,-0.6063617088549098,-0.5835780518860535,0.0192,0.619,0.263,0.0771,0,0.0343,0.853,1
86,2.239964219073106,-1.1906191290870178,-1.0645148000110027,0.025403074360145834,0.00776,0.898,0.292,0.0771,1,0.0571,0.868,1
87,-0.4888417452756295,0.4544171422009248,-0.27212001669982655,-0.8319757821521684,0.17,0.589,0.000406,0.376,1,0.076,0.76,1
88,-0.13810385172821946,-0.0939282815617228,-0.5537126594939658,1.3964445980773539,0.0221,0.606,1.65e-05,0.0527,0,0.0729,0.958,1
89,0.6897605616322152,-1.1906191290870178,-1.1514655027434708,-1.0870079470428646,0.0397,0.786,0.272,0.0378,1,0.262,0.68,1
90,0.9227114296010711,1.5511079897262199,-0.6903874644006589,0.25059902478097146,0.0213,0.734,0.0,0.512,1,0.386,0.72,1
91,0.269819435323094,-1.1906191290870178,0.6869967562543388,-0.2832293250681308,0.0454,0.812,0.0,0.0929,1,0.0491,0.399,1
92,-0.4033625758947148,-1.4647918409683416,0.4293354995333556,0.238829462791601,0.00672,0.876,1.06e-05,0.14,1,0.0645,0.249,1
93,2.699814332399779,-1.1906191290870178,0.3243033051011696,0.12720603730005312,0.00488,0.601,0.0365,0.113,0,0.0448,0.566,1
94,-0.40571734033812284,0.18024443031960097,1.0589968575470687,0.24265269630407188,0.00419,0.748,0.0,0.147,1,0.0531,0.533,1
95,-0.3923330056520162,1.0027625659635724,0.8462734257856792,0.8396768471534263,0.17,0.615,0.0,0.218,0,0.0677,0.601,1
96,1.0640827021698205,-1.4647918409683416,-0.2984445413802985,-0.2069895509076844,0.0604,0.799,0.0,0.0338,1,0.0396,0.833,1
97,0.013223316103850911,1.0027625659635724,-0.08040302382487415,-0.40437335165936095,0.0571,0.398,0.0172,0.303,0,0.0374,0.689,1
98,2.207387944130622,1.5511079897262199,-0.5172837718048282,0.6158677559479079,0.716,0.685,0.518,0.0765,0,0.0475,0.649,1
99,0.6526577705834911,1.0027625659635724,0.15784721974788216,0.4649999629312921,0.0151,0.706,0.0,0.368,1,0.055,0.463,1
100,0.8453824293817965,-1.1906191290870178,0.5774441888972232,-0.5095497559338014,0.228,0.63,0.00661,0.487,1,0.059,0.805,1
101,-0.10768712759652943,1.0027625659635724,0.33600309384804594,-0.8149961274350187,0.017,0.57,5.74e-05,0.178,1,0.0844,0.267,1
102,0.5667759730853097,-0.0939282815617228,0.056271781081818725,2.9282868254073025,0.247,0.525,0.0,0.106,0,0.816,0.943,1
103,-0.11647174106416554,-1.1906191290870178,0.4662961958018971,0.3127827933808642,0.123,0.698,0.0,0.0805,0,0.105,0.46,1
104,-0.4017886659817634,-1.4647918409683416,0.6284978125199565,0.3156689598559646,0.00705,0.763,0.032,0.772,1,0.0533,0.347,1
105,-1.041942970731668,-0.36810099344304653,0.014258903308944183,0.3018753330658742,0.181,0.511,0.0,0.0921,1,0.042,0.814,1
106,-1.0621231800031543,-0.36810099344304653,0.34717107401551883,-0.5019407715903546,0.378,0.506,0.0293,0.276,1,0.0392,0.855,1
107,-1.0281194053721796,-1.4647918409683416,0.5354313111243486,0.5356548175490121,0.677,0.513,6.43e-05,0.143,1,0.0315,0.521,1
108,-1.4577480081997773,-1.1906191290870178,1.1701448506423948,2.081103258261577,0.488,0.251,7.34e-06,0.818,1,0.128,0.587,1
109,-1.6475566633609091,0.4544171422009248,1.0159203626153874,-1.8406722238590356,0.487,0.559,0.0,0.164,1,0.0329,0.842,1
110,-1.0690532639609562,-0.36810099344304653,-0.22851171318874175,0.5365918845863826,0.7,0.431,6.37e-06,0.199,1,0.0365,0.632,1
111,-1.268561596492603,1.0027625659635724,-0.09555956833787325,0.24655089517953277,0.403,0.683,0.0,0.086,1,0.114,0.93,1
112,-1.1818501410558115,-0.9164464172056941,-0.841687005240947,-0.015190669698735285,0.656,0.78,0.0,0.129,1,0.0329,0.967,1
113,-0.6094837702311654,-0.36810099344304653,1.2097645898079539,0.0488297502944029,0.00904,0.614,0.000131,0.36,0,0.143,0.354,1
114,-0.6062749461450706,0.4544171422009248,-0.8049922132621073,-1.0613697929004133,0.141,0.661,0.0,0.136,0,0.548,0.657,1
115,-0.39877505552828263,1.5511079897262199,-0.7515454510320585,-1.2072898719597136,0.119,0.564,0.0,0.536,0,0.155,0.489,1
116,-0.5340703037819171,1.0027625659635724,0.13178859935711199,0.08972335580524181,0.0659,0.751,0.0,0.0881,0,0.125,0.168,1
117,0.25277484502547226,-0.9164464172056941,-0.24526368343995086,0.5007209583958474,0.00257,0.896,0.000258,0.039,1,0.0571,0.564,1
118,-0.6053232796860767,0.4544171422009248,0.3583390541829917,2.5655669165820134,0.00256,0.618,0.0,0.625,1,0.318,0.601,1
119,-0.2954216379111361,0.4544171422009248,0.8728638547558529,0.9922313608373081,0.0244,0.746,0.0,0.354,1,0.128,0.808,1
120,-0.5639989938320717,0.18024443031960097,-0.18915787831288453,0.1276183467964959,0.013,0.888,4.85e-06,0.0926,1,0.154,0.221,1
121,0.8838761175628964,0.18024443031960097,0.22485510075271983,0.2414157678147436,0.0127,0.443,0.952,0.122,1,0.0515,0.138,1
122,0.43882563775878203,0.7285898540822485,1.26587039493502,2.0372110382311535,0.00943,0.507,0.0018,0.222,0,0.188,0.472,1
123,0.0911013546648527,1.2769352778448961,0.9983706794950727,1.4408240929672105,0.000758,0.695,0.000103,0.302,0,0.193,0.612,1
124,-0.24369002526839015,-1.4647918409683416,-0.5811008013332452,3.3015768504141283,0.674,0.462,0.000632,0.0993,0,0.0916,0.748,1
125,-0.05937175352453083,1.5511079897262199,0.14907237818772476,-0.6219978004182353,0.0161,0.526,0.0,0.179,0,0.0356,0.299,1
126,4.214184087403938,1.2769352778448961,-0.16256744934271092,-1.152640122340279,0.107,0.645,0.0266,0.0982,0,0.0569,0.886,1
127,4.228983720926497,-0.0939282815617228,0.25968856270364743,0.3878980870964657,0.0134,0.405,7.62e-05,0.819,0,0.0482,0.204,1
128,0.2868518247686773,0.4544171422009248,0.24160707100392942,-0.5851148418273412,0.0219,0.735,0.89,0.168,0,0.0284,0.886,1
129,-0.09956136013896603,1.5511079897262199,0.12726822643218236,0.39104663234202997,0.0452,0.746,7.77e-05,0.12,1,0.0482,0.216,1
130,0.05840307120198496,-1.1906191290870178,-0.4835139270127074,0.8044056438668088,0.0551,0.547,0.0,0.267,1,0.227,0.187,1
131,-0.29704435123224116,0.18024443031960097,-0.5042544616094428,-1.4461670011261463,0.0224,0.634,0.0,0.099,1,0.172,0.659,1
132,0.09143077766988905,0.7285898540822485,-0.4303330690723602,-1.671063090095014,0.244,0.607,0.000177,0.113,1,0.193,0.16,1
133,-0.5741745044320836,1.2769352778448961,-0.20963250861991825,-1.1095350386212461,0.0668,0.704,1.93e-06,0.101,0,0.171,0.694,1
134,0.1449559155622774,-0.0939282815617228,0.4998001363043158,-0.8106106537001256,7.19e-05,0.558,0.00746,0.201,0,0.0321,0.492,1
135,0.02131248100529916,-0.36810099344304653,0.12487508782486686,-1.1095725213027405,0.0227,0.698,0.0599,0.566,1,0.111,0.786,1
136,-0.6728305940144524,-0.36810099344304653,0.29930830186920626,1.8901289960455134,0.103,0.772,6.61e-05,0.323,0,0.309,0.564,1
137,-0.09564488663464493,1.5511079897262199,0.35062782978164136,0.43823732834399687,0.0956,0.788,0.0,0.335,1,0.0335,0.678,1
138,0.1911483413795973,1.5511079897262199,0.7829882048366658,0.5403401527358636,0.00919,0.944,0.0,0.0921,1,0.108,0.891,1
139,-0.8470587611225687,0.4544171422009248,0.6665221259473051,0.9424543598121996,0.354,0.729,0.0,0.536,1,0.144,0.853,1
140,-0.21196780996859307,-1.1906191290870178,0.719968888177354,1.437975409173605,0.00469,0.721,0.0103,0.199,1,0.306,0.578,1
141,-0.22839015681225727,-1.1906191290870178,0.19959419323105487,1.51429014869704,0.00102,0.798,3.22e-06,0.0271,1,0.263,0.482,1
142,-0.2641874566928744,-1.4647918409683416,-1.7279460028168363,-0.18644904144852772,0.0512,0.851,0.0,0.0996,1,0.334,0.365,1
143,-1.2059224221275422,0.4544171422009248,0.9808209963747582,1.7361501404648285,0.0252,0.34,0.0,0.138,1,0.0387,0.654,1
144,-0.6373749179909101,-0.36810099344304653,0.17539690286819676,0.015844990578968588,0.221,0.767,0.0723,0.0935,1,0.0402,0.779,1
145,-0.3198233419879031,-1.4647918409683416,-0.35268901647945305,1.740535614199721,0.937,0.772,0.018,0.0961,1,0.0536,0.592,1
146,1.2763775276376932,-0.9164464172056941,0.20943265195001912,1.07045771711698,2.13e-05,0.259,0.823,0.133,1,0.0332,0.682,1
147,-0.2386388725244994,1.2769352778448961,0.03499943790567975,1.063261042269976,0.284,0.633,0.0,0.308,0,0.327,0.324,1
148,0.07062832494444521,-0.9164464172056941,-1.5665420989678822,1.1973365939769158,0.0962,0.654,0.0031,0.106,1,0.474,0.111,1
149,-0.2991550986348815,-1.4647918409683416,0.17326966855058287,0.7249048764163147,0.334,0.726,0.00135,0.122,0,0.23,0.48,1
150,0.7881848350258548,1.0027625659635724,0.5630853572533293,0.05111619386558612,0.0648,0.855,0.0,0.162,0,0.143,0.433,1
151,0.4385816207180144,0.7285898540822485,-0.2146846901242513,0.9145672447800589,0.185,0.704,0.0972,0.249,1,0.131,0.349,1
152,-0.09451020739507526,0.7285898540822485,-1.0052181434075154,0.2445643130603068,0.689,0.658,0.0,0.17,1,0.0448,0.197,1
153,-0.025648598490438875,-0.9164464172056941,0.559362697197505,0.7665106528755546,0.000472,0.502,0.043,0.352,1,0.0638,0.593,1
154,-0.3489345749514861,0.7285898540822485,0.17380147712998628,0.3897722211712067,0.00157,0.79,0.0,0.25,0,0.271,0.314,1
155,-0.050245516199819984,-0.9164464172056941,0.22325967501450933,-0.9601665528644231,0.0233,0.738,0.0317,0.309,1,0.0822,0.863,1
156,3.101991018141014,1.0027625659635724,-0.5327062206075289,-0.060394783581477304,0.00212,0.777,0.868,0.109,1,0.039,0.201,1
157,-0.32909598953707453,0.4544171422009248,0.29611745039278525,-0.4335348778623238,0.0734,0.791,0.0,0.0832,1,0.235,0.581,1
158,0.3603375565958611,1.5511079897262199,-0.43857610205311376,-0.2545550737246001,0.19,0.735,0.0,0.341,0,0.2,0.16,1
159,0.5862973363467232,0.18024443031960097,-0.9477828168319403,0.3530766759877859,0.188,0.556,0.911,0.229,0,0.0357,0.516,1
160,-0.48704822002598713,0.18024443031960097,0.1304590779086033,-0.3548212467232203,0.461,0.427,5.52e-05,0.154,1,0.0291,0.462,1
161,-0.8533910033304897,0.7285898540822485,-0.5510536165969485,-0.8098984827517246,0.0111,0.563,2.71e-05,0.142,1,0.0372,0.767,1
162,0.12217692480661543,0.18024443031960097,-0.03493339028587705,-0.2473583988775961,0.0496,0.753,0.0123,0.0872,0,0.223,0.445,1
163,0.20342239853021107,-0.36810099344304653,0.48942986900594815,-1.0352443638985303,0.149,0.785,0.813,0.201,0,0.04,0.961,1
164,0.5808069529294507,-0.0939282815617228,-0.15193127775464144,-0.44729102197091974,0.0682,0.557,0.0263,0.196,0,0.0862,0.211,1
165,-0.12949005018912071,-0.36810099344304653,-0.36731375241304853,0.6910580150264993,0.489,0.594,0.00452,0.0833,0,0.031,0.311,1
166,-0.11207943433034749,-0.0939282815617228,-0.20564394427439228,-0.4727792453873917,0.000259,0.644,0.0708,0.0726,1,0.0458,0.752,1
167,-0.7426560702301211,1.2769352778448961,-0.02296769724929891,1.066559518241519,0.217,0.704,0.000118,0.0888,0,0.35,0.804,1
168,-0.34910538688002346,0.18024443031960097,-0.421292323222501,-0.8143964045311015,0.0472,0.849,0.0,0.101,0,0.284,0.337,1
169,0.17863026718821584,1.2769352778448961,-0.9597485098685185,2.6163184673259874,0.228,0.628,0.0183,0.0906,1,0.14,0.618,1
170,-0.26077121812212706,0.7285898540822485,0.6247751524641324,0.31551902912998464,0.00689,0.717,0.0,0.321,1,0.054,0.512,1
171,-0.03448201536622852,1.0027625659635724,0.638336271238921,-0.6264582395161178,0.0109,0.584,1.03e-06,0.129,0,0.0524,0.326,1
172,1.5595959060046891,-1.1906191290870178,-0.6531608638424156,-0.42273986559181825,0.0246,0.586,0.000167,0.353,1,0.0548,0.207,1
173,3.8346521830459426,-1.1906191290870178,0.21501664203375556,-0.3594316165470822,0.00399,0.648,0.294,0.35,1,0.0439,0.559,1
174,0.046653650689021664,0.7285898540822485,-0.22399134026381212,0.0917474206059617,0.037,0.807,0.000763,0.18,1,0.148,0.421,1
175,1.3369059546001136,1.2769352778448961,0.7306050597654236,-0.809935965433219,0.0789,0.577,0.207,0.342,1,0.0422,0.381,1
176,0.11940733139390239,-1.1906191290870178,0.7300732511860202,-1.9921022570980729,0.141,0.5,6.21e-06,0.0969,1,0.0898,0.325,1
177,1.096292951551153,1.2769352778448961,0.5282518953024017,0.7643741400303509,0.108,0.804,0.0636,0.0528,0,0.0394,0.966,1
178,0.3360944635955931,0.7285898540822485,0.45379869418591556,-0.3980762611682324,0.0108,0.787,0.0152,0.13,0,0.0324,0.867,1
179,-0.19614330487480972,-0.0939282815617228,0.5535128028240669,1.1778455995996135,0.0107,0.246,5.71e-06,0.0825,1,0.0529,0.189,1
180,0.4602259322341067,0.4544171422009248,0.030213160691048298,0.08871132340488187,0.0107,0.882,0.00152,0.327,1,0.141,0.678,1
181,0.7591468071745021,-1.4647918409683416,-0.23861607619740757,0.01524526767505194,0.0315,0.628,0.543,0.0999,1,0.112,0.86,1
182,-0.8096387479208466,1.5511079897262199,0.7510796900724573,0.20760638910642323,0.00807,0.451,0.0,0.0394,0,0.0461,0.674,1
183,1.9365290288785084,1.0027625659635724,-1.0740873544402654,-0.7768387576733008,0.64,0.518,0.000536,0.0931,0,0.0286,0.264,1
184,0.28746186737059654,1.0027625659635724,0.4487465126815825,0.24066611418484699,0.0414,0.774,4.84e-06,0.873,0,0.216,0.768,1
185,-0.01236187062063926,-0.9164464172056941,0.4032768791425854,-0.2970604345397162,0.0127,0.547,5.01e-06,0.0585,1,0.137,0.496,1
186,0.45545539908709876,-1.1906191290870178,0.35062782978164136,2.041071754425118,0.0585,0.552,0.892,0.0746,1,0.0353,0.603,1
187,-0.3596713247452636,1.2769352778448961,0.2070395133427034,-0.49129569004582846,0.00856,0.542,5.38e-06,0.386,1,0.0505,0.389,1
188,0.002620775682495661,0.4544171422009248,1.1036687782169605,-0.7999280894741045,0.019,0.695,0.8,0.623,1,0.127,0.337,1
189,-0.2633699996063027,-0.9164464172056941,-0.1559198421001674,-0.2533181452352713,0.0488,0.633,0.00047,0.0758,1,0.0524,0.357,1
190,-0.28778390453510805,1.5511079897262199,-0.030944825940351084,-0.8859508435046966,0.365,0.312,0.0038,0.13,0,0.0305,0.308,1
191,-1.121163103016892,0.7285898540822485,0.6035028092879934,-1.1825887848546333,0.17,0.43,0.0,0.128,1,0.119,0.22,1
192,-0.19049431038103815,-1.4647918409683416,0.6399316969771313,1.025066189826763,0.0346,0.19,0.0369,0.241,1,0.111,0.181,1
193,0.42768625984773795,0.4544171422009248,0.13684078086144502,-0.049374875222002894,0.0361,0.312,0.618,0.363,1,0.229,0.122,1
194,-0.261088440275125,0.4544171422009248,-0.08731653535711925,-0.9945381717951651,0.00818,0.539,0.0717,0.15,1,0.0328,0.249,1
195,-0.19650933043596122,0.7285898540822485,1.8024652515531252,2.2685541484171283,0.613,0.698,1.61e-05,0.518,1,0.314,0.816,1
196,-0.6235391517793832,-0.9164464172056941,-0.22532086171232077,1.4050656148211602,0.00275,0.476,0.757,0.279,1,0.0318,0.745,1
197,0.9301661501965234,-1.4647918409683416,0.1916170645400027,1.0668968623749728,0.064,0.568,0.00099,0.148,1,0.0504,0.792,1
